Mikrorajonas;"Darželio pavadinimas";Grupės;"Lankančių Vaikų skaičius";"*Laukiančiu eilėje vaikų skaičius";"Laisvų vietų";"Pagal kalbas"
;"Vilniaus Aleksandro Puškino mokykla";"Nuo 6 iki 7 metų";72;1;15;Ru
Antakalnio;Atžalėlės;"Nuo 1,5 iki 3 metų";65;23;0;Lt
Antakalnio;Atžalėlės;"Nuo 3 iki 4 metų";42;2;0;Lt
Antakalnio;Atžalėlės;"Nuo 3 iki 7 metų";23;1;0;Lt
Antakalnio;Atžalėlės;"Nuo 4 iki 5 metų";20;0;0;Lt
Antakalnio;Atžalėlės;"Nuo 5 iki 6 metų";27;0;0;Lt
Antakalnio;Atžalėlės;"Nuo 6 iki 7 metų";48;0;4;Lt
Antakalnio;Kaštonas;"Nuo 1,5 iki 3 metų";22;5;0;Ru
Antakalnio;Kaštonas;"Nuo 1,5 iki 3 metų";36;3;0;Pl
Antakalnio;Kaštonas;"Nuo 3 iki 5 metų";22;0;0;Lt
Antakalnio;Kaštonas;"Nuo 3 iki 6 metų";25;2;0;Ru
Antakalnio;Kaštonas;"Nuo 3 iki 5 metų";8;0;0;Pl
Antakalnio;Kaštonas;"Nuo 3 iki 6 metų";28;0;0;Pl
Antakalnio;Kaštonas;"Nuo 5 iki 7 metų";25;0;1;Lt
Antakalnio;Kaštonas;"Nuo 5 iki 7 metų";0;0;1;Pl
Antakalnio;Lakštingala;"Nuo 1,5 iki 3 metų";79;38;0;Lt
Antakalnio;Lakštingala;"Nuo 3 iki 4 metų";96;0;0;Lt
Antakalnio;Lakštingala;"Nuo 4 iki 5 metų";43;0;5;Lt
Antakalnio;Lakštingala;"Nuo 5 iki 6 metų";49;0;5;Lt
Antakalnio;Lakštingala;"Nuo 6 iki 7 metų";68;0;1;Lt
Antakalnio;Molinukas;"Nuo 1,5 iki 3 metų";50;18;0;Lt
Antakalnio;Molinukas;"Nuo 3 iki 4 metų";20;3;0;Lt
Antakalnio;Molinukas;"Nuo 4 iki 5 metų";20;4;0;Lt
Antakalnio;Molinukas;"Nuo 5 iki 6 metų";22;0;0;Lt
Antakalnio;Molinukas;"Nuo 6 iki 7 metų";29;5;0;Lt
Antakalnio;Naminukas;"Nuo 3 iki 4 metų";32;0;5;Lt
Antakalnio;Naminukas;"Nuo 4 iki 5 metų";22;1;0;Lt
Antakalnio;Naminukas;"Nuo 5 iki 6 metų";19;0;1;Lt
Antakalnio;Naminukas;"Nuo 6 iki 7 metų";19;0;4;Lt
Antakalnio;Pušaitė;"Nuo 1,5 iki 3 metų";112;18;0;Lt
Antakalnio;Pušaitė;"Nuo 3 iki 4 metų";44;0;0;Lt
Antakalnio;Pušaitė;"Nuo 3 iki 5 metų";0;0;0;Lt
Antakalnio;Pušaitė;"Nuo 4 iki 5 metų";46;0;0;Lt
Antakalnio;Pušaitė;"Nuo 5 iki 6 metų";47;0;0;Lt
Antakalnio;Pušaitė;"Nuo 6 iki 7 metų";64;1;0;Lt
Antakalnio;Spindulėlis;"Nuo 1,5 iki 3 metų";28;5;2;Lt
Antakalnio;Spindulėlis;"Nuo 3 iki 5 metų";24;0;0;Lt
Antakalnio;Spindulėlis;"Nuo 4 iki 6 metų";24;0;0;Lt
Antakalnio;Spindulėlis;"Nuo 5 iki 7 metų";19;0;6;Lt
Antakalnio;"Vilniaus Joachimo Lelevelio inžinerijos mokykla";"Nuo 5 iki 7 metų";14;0;0;Ru
Antakalnio;"Vilniaus Joachimo Lelevelio inžinerijos mokykla";"Nuo 5 iki 7 metų";26;0;0;Pl
Antakalnio;"Vilniaus Joachimo Lelevelio inžinerijos mokykla";"Nuo 6 iki 7 metų";14;1;1;Ru
Antakalnio;"Vilniaus Joachimo Lelevelio inžinerijos mokykla";"Nuo 6 iki 7 metų";10;0;5;Pl
Antakalnio;Volungė;"Nuo 1,5 iki 3 metų";31;11;0;Lt
Antakalnio;Volungė;"Nuo 3 iki 4 metų";57;0;9;Lt
Antakalnio;Volungė;"Nuo 4 iki 5 metų";21;0;9;Lt
Antakalnio;Volungė;"Nuo 5 iki 6 metų";43;2;0;Lt
Antakalnio;Volungė;"Nuo 6 iki 7 metų";35;0;3;Lt
Antakalnio;Voveraitė;"Nuo 1,5 iki 3 metų";64;15;0;Lt
Antakalnio;Voveraitė;"Nuo 3 iki 4 metų";58;0;18;Lt
Antakalnio;Voveraitė;"Nuo 4 iki 5 metų";62;0;10;Lt
Antakalnio;Voveraitė;"Nuo 5 iki 6 metų";40;0;4;Lt
Antakalnio;Voveraitė;"Nuo 5 iki 7 metų";17;0;0;Lt
Antakalnio;Voveraitė;"Nuo 6 iki 7 metų";41;0;1;Lt
Antakalnio;Žolynas;"Nuo 1,5 iki 3 metų";55;31;0;Lt
Antakalnio;Žolynas;"Nuo 3 iki 4 metų";22;2;0;Lt
Antakalnio;Žolynas;"Nuo 3 iki 5 metų";44;0;1;Lt
Antakalnio;Žolynas;"Nuo 5 iki 7 metų";42;0;0;Lt
Antakalnio;Žolynėlis;"Nuo 1,5 iki 3 metų";40;8;0;Lt
Antakalnio;Žolynėlis;"Nuo 1,5 iki 6 metų";6;0;1;Lt
Antakalnio;Žolynėlis;"Nuo 2 iki 5 metų";7;0;0;Lt
Antakalnio;Žolynėlis;"Nuo 3 iki 6 metų";7;0;1;Lt
Antakalnio;Žolynėlis;"Nuo 3 iki 5 metų";30;0;42;Lt
Antakalnio;Žolynėlis;"Nuo 4 iki 5 metų";18;0;0;Lt
Antakalnio;Žolynėlis;"Nuo 5 iki 6 metų";0;0;0;Lt
Antakalnio;Žolynėlis;"Nuo 6 iki 7 metų";22;0;1;Lt
Antakalnio;Žolynėlis;"Nuo 6 iki 8 metų";6;1;0;Lt
Fabijoniškių;Gandriukas;"Nuo 1,5 iki 3 metų";79;40;0;Lt
Fabijoniškių;Gandriukas;"Nuo 3 iki 4 metų";47;9;0;Lt
Fabijoniškių;Gandriukas;"Nuo 4 iki 5 metų";62;8;0;Lt
Fabijoniškių;Gandriukas;"Nuo 5 iki 6 metų";49;8;0;Lt
Fabijoniškių;Gandriukas;"Nuo 6 iki 7 metų";77;8;0;Lt
Fabijoniškių;Jovarėlis;"Nuo 1,5 iki 3 metų";50;32;0;Lt
Fabijoniškių;Jovarėlis;"Nuo 3 iki 4 metų";59;7;0;Lt
Fabijoniškių;Jovarėlis;"Nuo 4 iki 5 metų";56;8;0;Lt
Fabijoniškių;Jovarėlis;"Nuo 5 iki 6 metų";103;4;1;Lt
Fabijoniškių;Jovarėlis;"Nuo 6 iki 7 metų";65;0;0;Lt
Fabijoniškių;Karusėlė;"Nuo 1,5 iki 3 metų";66;12;0;Ru
Fabijoniškių;Karusėlė;"Nuo 3 iki 4 metų";7;0;0;Lt
Fabijoniškių;Karusėlė;"Nuo 3 iki 4 metų";28;8;0;Ru
Fabijoniškių;Karusėlė;"Nuo 3 iki 6 metų";21;0;0;Pl
Fabijoniškių;Karusėlė;"Nuo 4 iki 5 metų";22;3;0;Lt
Fabijoniškių;Karusėlė;"Nuo 4 iki 5 metų";25;0;0;Ru
Fabijoniškių;Karusėlė;"Nuo 4 iki 6 metų";21;2;0;Lt
Fabijoniškių;Karusėlė;"Nuo 5 iki 6 metų";20;0;0;Lt
Fabijoniškių;Karusėlė;"Nuo 5 iki 6 metų";25;0;0;Ru
Fabijoniškių;Karusėlė;"Nuo 6 iki 7 metų";25;0;0;Lt
Fabijoniškių;Karusėlė;"Nuo 6 iki 7 metų";20;0;0;Ru
Fabijoniškių;Sakalėlis;"Nuo 1,5 iki 3 metų";61;26;0;Lt
Fabijoniškių;Sakalėlis;"Nuo 3 iki 4 metų";71;5;0;Lt
Fabijoniškių;Sakalėlis;"Nuo 3 iki 6 metų";30;2;0;Lt
Fabijoniškių;Sakalėlis;"Nuo 4 iki 5 metų";22;2;0;Lt
Fabijoniškių;Sakalėlis;"Nuo 5 iki 6 metų";24;1;0;Lt
Fabijoniškių;Sakalėlis;"Nuo 6 iki 7 metų";46;5;0;Lt
Fabijoniškių;Vandenis;"Nuo 1,5 iki 3 metų";70;90;0;Lt
Fabijoniškių;Vandenis;"Nuo 3 iki 4 metų";116;20;0;Lt
Fabijoniškių;Vandenis;"Nuo 4 iki 5 metų";24;14;0;Lt
Fabijoniškių;Vandenis;"Nuo 5 iki 6 metų";64;8;0;Lt
Fabijoniškių;Vandenis;"Nuo 6 iki 7 metų";69;5;0;Lt
Fabijoniškių;Vėrinėlis;"Nuo 1,5 iki 3 metų";18;7;0;Lt
Fabijoniškių;Vėrinėlis;"Nuo 1,5 iki 3 metų";35;14;0;Ru
Fabijoniškių;Vėrinėlis;"Nuo 3 iki 4 metų";20;3;0;Lt
Fabijoniškių;Vėrinėlis;"Nuo 3 iki 4 metų";27;2;0;Ru
Fabijoniškių;Vėrinėlis;"Nuo 3 iki 4 metų";23;3;0;Pl
Fabijoniškių;Vėrinėlis;"Nuo 3 iki 5 metų";24;0;0;Pl
Fabijoniškių;Vėrinėlis;"Nuo 4 iki 5 metų";21;0;0;Lt
Fabijoniškių;Vėrinėlis;"Nuo 4 iki 5 metų";23;0;0;Ru
Fabijoniškių;Vėrinėlis;"Nuo 4 iki 6 metų";20;1;0;Lt
Fabijoniškių;Vėrinėlis;"Nuo 4 iki 6 metų";19;0;0;Ru
Fabijoniškių;Vėrinėlis;"Nuo 5 iki 7 metų";20;0;0;Lt
Fabijoniškių;Vėrinėlis;"Nuo 5 iki 7 metų";20;0;2;Ru
Fabijoniškių;Vėrinėlis;"Nuo 5 iki 7 metų";19;0;0;Pl
Fabijoniškių;"Vilniaus Ateities mokykla";"Nuo 6 iki 7 metų";41;0;14;Ru
Fabijoniškių;"Vilniaus Simono Stanevičiaus progimnazija";"Nuo 6 iki 7 metų";75;0;3;Lt
Grigiškių;"Lokiuko giraitė";"Nuo 1,5 iki 3 metų";86;16;0;Lt
Grigiškių;"Lokiuko giraitė";"Nuo 3 iki 4 metų";75;4;0;Lt
Grigiškių;"Lokiuko giraitė";"Nuo 4 iki 5 metų";45;0;0;Lt
Grigiškių;"Lokiuko giraitė";"Nuo 5 iki 6 metų";41;0;2;Lt
Grigiškių;"Lokiuko giraitė";"Nuo 6 iki 7 metų";59;0;0;Lt
Grigiškių;Pelėdžiukas;"Nuo 1,5 iki 3 metų";33;28;0;Lt
Grigiškių;Pelėdžiukas;"Nuo 3 iki 4 metų";51;2;0;Lt
Grigiškių;Pelėdžiukas;"Nuo 4 iki 5 metų";27;0;0;Lt
Grigiškių;Pelėdžiukas;"Nuo 5 iki 6 metų";23;2;0;Lt
Grigiškių;Pelėdžiukas;"Nuo 6 iki 7 metų";42;2;0;Lt
Grigiškių;Rugelis;"Nuo 1,5 iki 3 metų";62;2;0;Lt
Grigiškių;Rugelis;"Nuo 2 iki 4 metų";21;7;0;Lt
Grigiškių;Rugelis;"Nuo 2 iki 4 metų";32;2;0;Ru
Grigiškių;Rugelis;"Nuo 2 iki 6 metų";26;0;1;Pl
Grigiškių;Rugelis;"Nuo 3 iki 4 metų";19;3;0;Lt
Grigiškių;Rugelis;"Nuo 4 iki 5 metų";43;1;0;Lt
Grigiškių;Rugelis;"Nuo 4 iki 6 metų";23;3;0;Ru
Grigiškių;Rugelis;"Nuo 5 iki 6 metų";24;0;0;Lt
Grigiškių;Rugelis;"Nuo 6 iki 7 metų";25;1;0;Lt
Grigiškių;"Vilniaus savivaldybės Grigiškių gimnazija";"Nuo 5 iki 7 metų";9;0;21;Pl
Grigiškių;"Vilniaus savivaldybės Grigiškių gimnazija";"Nuo 6 iki 7 metų";48;0;21;Ru
Justiniškių;Berželis;"Nuo 1,5 iki 3 metų";50;9;0;Ru
Justiniškių;Berželis;"Nuo 3 iki 4 metų";22;1;1;Ru
Justiniškių;Berželis;"Nuo 4 iki 5 metų";23;1;0;Ru
Justiniškių;Berželis;"Nuo 5 iki 6 metų";22;0;0;Ru
Justiniškių;Berželis;"Nuo 6 iki 7 metų";30;1;1;Ru
Justiniškių;Justinukas;"Nuo 1,5 iki 3 metų";68;14;0;Lt
Justiniškių;Justinukas;"Nuo 3 iki 4 metų";42;0;0;Lt
Justiniškių;Justinukas;"Nuo 4 iki 5 metų";63;0;0;Lt
Justiniškių;Justinukas;"Nuo 4 iki 6 metų";21;0;0;Lt
Justiniškių;Justinukas;"Nuo 5 iki 6 metų";58;0;0;Lt
Justiniškių;Nykštukas;"Nuo 1,5 iki 3 metų";94;18;1;Lt
Justiniškių;Nykštukas;"Nuo 3 iki 4 metų";65;1;27;Lt
Justiniškių;Nykštukas;"Nuo 4 iki 5 metų";46;0;0;Lt
Justiniškių;Nykštukas;"Nuo 5 iki 6 metų";51;0;0;Lt
Justiniškių;Nykštukas;"Nuo 6 iki 7 metų";66;0;0;Lt
Justiniškių;Pasakaitė;"Nuo 1,5 iki 3 metų";64;26;0;Lt
Justiniškių;Pasakaitė;"Nuo 3 iki 4 metų";30;1;0;Lt
Justiniškių;Pasakaitė;"Nuo 3 iki 6 metų";59;1;0;Lt
Justiniškių;Pasakaitė;"Nuo 4 iki 5 metų";22;1;0;Lt
Justiniškių;Pasakaitė;"Nuo 5 iki 6 metų";39;0;0;Lt
Justiniškių;Pasakaitė;"Nuo 6 iki 7 metų";24;0;7;Lt
Justiniškių;Pelenė;"Nuo 1,5 iki 3 metų";42;11;0;Lt
Justiniškių;Pelenė;"Nuo 1,5 iki 3 metų";50;5;10;Ru
Justiniškių;Pelenė;"Nuo 3 iki 4 metų";27;0;7;Lt
Justiniškių;Pelenė;"Nuo 3 iki 4 metų";26;1;1;Ru
Justiniškių;Pelenė;"Nuo 4 iki 5 metų";25;0;0;Lt
Justiniškių;Pelenė;"Nuo 4 iki 5 metų";23;0;2;Ru
Justiniškių;Pelenė;"Nuo 5 iki 6 metų";22;0;0;Ru
Justiniškių;Pelenė;"Nuo 5 iki 7 metų";23;0;0;Lt
Justiniškių;Pelenė;"Nuo 6 iki 7 metų";18;0;2;Lt
Justiniškių;Pelenė;"Nuo 6 iki 7 metų";18;0;4;Ru
Justiniškių;Saulėgrąža;"Nuo 1,5 iki 3 metų";44;14;0;Lt
Justiniškių;Saulėgrąža;"Nuo 3 iki 4 metų";53;1;0;Lt
Justiniškių;Saulėgrąža;"Nuo 4 iki 5 metų";63;0;3;Lt
Justiniškių;Saulėgrąža;"Nuo 5 iki 6 metų";63;1;5;Lt
Justiniškių;Saulėgrąža;"Nuo 6 iki 7 metų";53;0;6;Lt
Justiniškių;Vilija;"Nuo 1,5 iki 3 metų";63;16;0;Pl
Justiniškių;Vilija;"Nuo 3 iki 4 metų";63;3;0;Pl
Justiniškių;Vilija;"Nuo 3 iki 6 metų";20;0;0;Ru
Justiniškių;Vilija;"Nuo 3 iki 5 metų";22;0;0;Pl
Justiniškių;Vilija;"Nuo 4 iki 5 metų";48;0;0;Pl
Justiniškių;Vilija;"Nuo 5 iki 6 metų";61;0;0;Pl
Justiniškių;Vilija;"Nuo 6 iki 7 metų";64;1;2;Pl
Justiniškių;"Vilniaus „Pelėdos” pradinė mokykla";"Nuo 6 iki 7 metų";93;5;0;Lt
Justiniškių;"Vilniaus Taikos progimnazija";"Nuo 6 iki 7 metų";111;0;5;Lt
Justiniškių;Žilvinėlis;"Nuo 1,5 iki 3 metų";55;32;0;Lt
Justiniškių;Žilvinėlis;"Nuo 3 iki 4 metų";88;7;0;Lt
Justiniškių;Žilvinėlis;"Nuo 4 iki 5 metų";48;0;0;Lt
Justiniškių;Žilvinėlis;"Nuo 5 iki 6 metų";48;1;0;Lt
Justiniškių;Žilvinėlis;"Nuo 6 iki 7 metų";46;0;0;Lt
Karoliniškių;Delfinukas;"Iki 1,5 metų";13;23;0;Lt
Karoliniškių;Delfinukas;"Nuo 1,5 iki 3 metų";51;44;0;Lt
Karoliniškių;Delfinukas;"Nuo 3 iki 4 metų";98;4;1;Lt
Karoliniškių;Delfinukas;"Nuo 3 iki 6 metų";19;0;0;Lt
Karoliniškių;Delfinukas;"Nuo 4 iki 5 metų";30;4;0;Lt
Karoliniškių;Delfinukas;"Nuo 5 iki 6 metų";57;1;0;Lt
Karoliniškių;Lokiukas;"Nuo 1,5 iki 3 metų";30;9;0;Ru
Karoliniškių;Lokiukas;"Nuo 3 iki 4 metų";30;1;0;Ru
Karoliniškių;Lokiukas;"Nuo 4 iki 5 metų";24;2;0;Ru
Karoliniškių;Lokiukas;"Nuo 5 iki 6 metų";25;1;0;Ru
Karoliniškių;Lokiukas;"Nuo 6 iki 7 metų";46;0;7;Ru
Karoliniškių;Medynėlis;"Nuo 1,5 iki 3 metų";56;54;0;Lt
Karoliniškių;Medynėlis;"Nuo 3 iki 4 metų";66;6;0;Lt
Karoliniškių;Medynėlis;"Nuo 4 iki 5 metų";66;8;0;Lt
Karoliniškių;Medynėlis;"Nuo 5 iki 6 metų";87;0;0;Lt
Karoliniškių;Medynėlis;"Nuo 6 iki 7 metų";37;0;0;Lt
Karoliniškių;Raktelis;"Nuo 1,5 iki 3 metų";34;3;0;Ru
Karoliniškių;Raktelis;"Nuo 1,5 iki 3 metų";66;11;0;Pl
Karoliniškių;Raktelis;"Nuo 3 iki 4 metų";30;0;0;Pl
Karoliniškių;Raktelis;"Nuo 3 iki 5 metų";30;0;0;Ru
Karoliniškių;Raktelis;"Nuo 3 iki 5 metų";24;2;0;Pl
Karoliniškių;Raktelis;"Nuo 4 iki 5 metų";25;1;0;Pl
Karoliniškių;Raktelis;"Nuo 5 iki 6 metų";25;3;0;Pl
Karoliniškių;Raktelis;"Nuo 5 iki 7 metų";27;0;0;Ru
Karoliniškių;Raktelis;"Nuo 6 iki 7 metų";21;0;0;Pl
Karoliniškių;Strazdelis;"Nuo 1,5 iki 3 metų";69;35;0;Lt
Karoliniškių;Strazdelis;"Nuo 3 iki 4 metų";59;5;0;Lt
Karoliniškių;Strazdelis;"Nuo 3 iki 6 metų";22;3;0;Lt
Karoliniškių;Strazdelis;"Nuo 4 iki 5 metų";67;8;0;Lt
Karoliniškių;Strazdelis;"Nuo 5 iki 6 metų";47;0;0;Lt
Karoliniškių;Strazdelis;"Nuo 6 iki 7 metų";23;1;0;Lt
Karoliniškių;Šilelis;"Nuo 1,5 iki 3 metų";33;14;0;Lt
Karoliniškių;Šilelis;"Nuo 1,5 iki 3 metų";34;4;0;Ru
Karoliniškių;Šilelis;"Nuo 3 iki 4 metų";28;3;0;Lt
Karoliniškių;Šilelis;"Nuo 3 iki 4 metų";29;2;0;Ru
Karoliniškių;Šilelis;"Nuo 3 iki 6 metų";22;0;0;Pl
Karoliniškių;Šilelis;"Nuo 4 iki 5 metų";24;0;0;Lt
Karoliniškių;Šilelis;"Nuo 4 iki 5 metų";24;0;0;Ru
Karoliniškių;Šilelis;"Nuo 5 iki 6 metų";20;0;0;Lt
Karoliniškių;Šilelis;"Nuo 5 iki 6 metų";19;0;1;Ru
Karoliniškių;Šilelis;"Nuo 5 iki 7 metų";24;0;2;Lt
Karoliniškių;Šilelis;"Nuo 5 iki 7 metų";13;0;2;Ru
Karoliniškių;Šilelis;"Nuo 6 iki 7 metų";21;0;1;Lt
Karoliniškių;"Vilniaus „Spindulio“ progimnazija";"Nuo 6 iki 7 metų";134;0;1;Lt
Karoliniškių;"Vilniaus Pranciškaus Skorinos gimnazija";"Nuo 5 iki 7 metų";30;0;14;Ru
Karoliniškių;"Vilniaus Ryto progimnazija";"Nuo 5 iki 7 metų";71;1;27;Lt
Karoliniškių;Žiburėlis;"Nuo 1,5 iki 3 metų";50;11;0;Lt
Karoliniškių;Žiburėlis;"Nuo 3 iki 4 metų";19;3;0;Lt
Karoliniškių;Žiburėlis;"Nuo 4 iki 5 metų";24;2;0;Lt
Karoliniškių;Žiburėlis;"Nuo 5 iki 6 metų";24;0;0;Lt
Karoliniškių;Žiburėlis;"Nuo 6 iki 7 metų";41;0;21;Lt
Lazdynų;Giraitė;"Nuo 1,5 iki 3 metų";72;17;0;Lt
Lazdynų;Giraitė;"Nuo 3 iki 4 metų";64;0;8;Lt
Lazdynų;Giraitė;"Nuo 4 iki 5 metų";43;1;0;Lt
Lazdynų;Giraitė;"Nuo 5 iki 6 metų";62;0;0;Lt
Lazdynų;Giraitė;"Nuo 6 iki 7 metų";52;0;2;Lt
Lazdynų;Lazdynėlis;"Nuo 1,5 iki 3 metų";38;55;0;Lt
Lazdynų;Lazdynėlis;"Nuo 3 iki 4 metų";82;4;0;Lt
Lazdynų;Lazdynėlis;"Nuo 4 iki 5 metų";38;1;0;Lt
Lazdynų;Lazdynėlis;"Nuo 5 iki 6 metų";60;5;0;Lt
Lazdynų;Lazdynėlis;"Nuo 6 iki 7 metų";26;1;0;Lt
Lazdynų;"Lazdynų mokykla";"Nuo 2 iki 6 metų";18;4;0;Lt
Lazdynų;"Lazdynų mokykla";"Nuo 2 iki 6 metų";21;0;2;Pl
Lazdynų;"Lazdynų mokykla";"Nuo 6 iki 7 metų";29;0;15;Ru
Lazdynų;"Lazdynų mokykla";"Nuo 6 iki 7 metų";16;2;20;Pl
Lazdynų;Obelėlė;"Nuo 1,5 iki 3 metų";76;22;0;Lt
Lazdynų;Obelėlė;"Nuo 3 iki 4 metų";69;0;0;Lt
Lazdynų;Obelėlė;"Nuo 4 iki 5 metų";39;1;0;Lt
Lazdynų;Obelėlė;"Nuo 5 iki 6 metų";39;0;0;Lt
Lazdynų;Obelėlė;"Nuo 6 iki 7 metų";56;0;0;Lt
Lazdynų;Pakalnutė;"Nuo 1,5 iki 3 metų";46;6;0;Lt
Lazdynų;Pakalnutė;"Nuo 2 iki 5 metų";26;2;0;Pl
Lazdynų;Pakalnutė;"Nuo 3 iki 4 metų";69;0;6;Lt
Lazdynų;Pakalnutė;"Nuo 4 iki 5 metų";20;0;10;Lt
Lazdynų;Pakalnutė;"Nuo 5 iki 6 metų";36;0;2;Lt
Lazdynų;Pakalnutė;"Nuo 6 iki 7 metų";18;0;1;Lt
Lazdynų;Riešutėlis;"Nuo 1,5 iki 3 metų";31;19;0;Lt
Lazdynų;Riešutėlis;"Nuo 3 iki 4 metų";68;0;2;Lt
Lazdynų;Riešutėlis;"Nuo 4 iki 5 metų";66;2;0;Lt
Lazdynų;Riešutėlis;"Nuo 5 iki 6 metų";59;0;11;Lt
Lazdynų;Riešutėlis;"Nuo 6 iki 7 metų";45;0;0;Lt
Lazdynų;Rytas;"Nuo 1,5 iki 3 metų";83;21;0;Lt
Lazdynų;Rytas;"Nuo 3 iki 4 metų";60;0;1;Lt
Lazdynų;Rytas;"Nuo 4 iki 5 metų";66;0;0;Lt
Lazdynų;Rytas;"Nuo 5 iki 6 metų";76;0;0;Lt
Lazdynų;Rytas;"Nuo 6 iki 7 metų";3;0;4;Lt
Lazdynų;Spygliukas;"Nuo 1,5 iki 3 metų";64;13;0;Lt
Lazdynų;Spygliukas;"Nuo 3 iki 4 metų";46;0;7;Lt
Lazdynų;Spygliukas;"Nuo 4 iki 5 metų";39;2;2;Lt
Lazdynų;Spygliukas;"Nuo 5 iki 6 metų";45;0;4;Lt
Lazdynų;Spygliukas;"Nuo 5 iki 7 metų";16;0;0;Lt
Lazdynų;Spygliukas;"Nuo 6 iki 7 metų";41;0;0;Lt
Lazdynų;Svaja;"Nuo 3 iki 4 metų";44;0;1;Ru
Lazdynų;Svaja;"Nuo 4 iki 5 metų";24;2;0;Ru
Lazdynų;Svaja;"Nuo 5 iki 6 metų";20;5;0;Ru
Lazdynų;Svaja;"Nuo 6 iki 7 metų";68;0;4;Ru
Lazdynų;"Vilniaus Sausio 13-osios mokykla";"Nuo 6 iki 7 metų";77;0;32;Lt
Lazdynų;Žemuogėlė;"Nuo 1,5 iki 3 metų";58;14;0;Lt
Lazdynų;Žemuogėlė;"Nuo 1,5 iki 3 metų";30;5;0;Ru
Lazdynų;Žemuogėlė;"Nuo 3 iki 4 metų";24;0;0;Lt
Lazdynų;Žemuogėlė;"Nuo 3 iki 5 metų";21;1;0;Ru
Lazdynų;Žemuogėlė;"Nuo 4 iki 5 metų";21;0;0;Lt
Lazdynų;Žemuogėlė;"Nuo 5 iki 6 metų";33;0;3;Lt
Lazdynų;Žemuogėlė;"Nuo 5 iki 7 metų";22;1;0;Ru
Lazdynų;Žemuogėlė;"Nuo 6 iki 7 metų";22;0;2;Lt
Lazdynų;Žibutė;"Nuo 1,5 iki 3 metų";36;11;0;Lt
Lazdynų;Žibutė;"Nuo 3 iki 4 metų";43;0;0;Lt
Lazdynų;Žibutė;"Nuo 4 iki 5 metų";23;0;0;Lt
Lazdynų;Žibutė;"Nuo 5 iki 6 metų";23;0;0;Lt
Lazdynų;Žibutė;"Nuo 6 iki 7 metų";35;1;0;Lt
Naujamiesčio;Beržynėlis;"Iki 1,5 metų";12;13;0;Lt
Naujamiesčio;Beržynėlis;"Nuo 1,5 iki 3 metų";34;20;0;Lt
Naujamiesčio;Beržynėlis;"Nuo 3 iki 4 metų";21;0;0;Lt
Naujamiesčio;Beržynėlis;"Nuo 4 iki 5 metų";24;0;0;Lt
Naujamiesčio;Beržynėlis;"Nuo 5 iki 6 metų";22;5;0;Lt
Naujamiesčio;Beržynėlis;"Nuo 6 iki 7 metų";20;2;0;Lt
Naujamiesčio;Bildukas;"Nuo 1,5 iki 3 metų";48;5;1;Ru
Naujamiesčio;Bildukas;"Nuo 3 iki 7 metų";44;3;2;Ru
Naujamiesčio;Dainorėliai;"Nuo 3 iki 4 metų";66;1;0;Lt
Naujamiesčio;Dainorėliai;"Nuo 3 iki 5 metų";28;0;0;Lt
Naujamiesčio;Dainorėliai;"Nuo 4 iki 5 metų";22;2;0;Lt
Naujamiesčio;Dainorėliai;"Nuo 5 iki 7 metų";31;0;0;Lt
Naujamiesčio;Dainorėliai;"Nuo 6 iki 7 metų";25;1;0;Lt
Naujamiesčio;Drevinukas;"Nuo 1,5 iki 3 metų";31;22;0;Lt
Naujamiesčio;Drevinukas;"Nuo 3 iki 4 metų";64;0;8;Lt
Naujamiesčio;Drevinukas;"Nuo 4 iki 5 metų";45;0;3;Lt
Naujamiesčio;Drevinukas;"Nuo 5 iki 6 metų";22;0;0;Lt
Naujamiesčio;Drevinukas;"Nuo 5 iki 7 metų";21;0;0;Lt
Naujamiesčio;Drevinukas;"Nuo 6 iki 7 metų";21;0;0;Lt
Naujamiesčio;"Geniukų kalvė";"Nuo 1,5 iki 3 metų";65;39;0;Lt
Naujamiesčio;"Geniukų kalvė";"Nuo 3 iki 4 metų";79;2;1;Lt
Naujamiesčio;"Geniukų kalvė";"Nuo 4 iki 5 metų";49;0;1;Lt
Naujamiesčio;"Geniukų kalvė";"Nuo 5 iki 6 metų";68;0;0;Lt
Naujamiesčio;"Geniukų kalvė";"Nuo 6 iki 7 metų";62;5;0;Lt
Naujamiesčio;Kūlverstukas;"Nuo 1,5 iki 3 metų";27;6;0;Ru
Naujamiesčio;Kūlverstukas;"Nuo 3 iki 4 metų";25;0;0;Ru
Naujamiesčio;Kūlverstukas;"Nuo 4 iki 5 metų";21;2;0;Ru
Naujamiesčio;Kūlverstukas;"Nuo 5 iki 7 metų";21;0;0;Ru
Naujamiesčio;Kurpaitė;"Nuo 1,5 iki 3 metų";28;1;0;Ru
Naujamiesčio;Kurpaitė;"Nuo 3 iki 4 metų";21;0;5;Ru
Naujamiesčio;Kurpaitė;"Nuo 4 iki 5 metų";22;0;0;Ru
Naujamiesčio;Kurpaitė;"Nuo 5 iki 7 metų";23;0;0;Ru
Naujamiesčio;Mažylis;"Nuo 1,5 iki 3 metų";46;14;0;Lt
Naujamiesčio;Mažylis;"Nuo 3 iki 4 metų";27;5;0;Lt
Naujamiesčio;Mažylis;"Nuo 4 iki 5 metų";22;0;0;Lt
Naujamiesčio;Mažylis;"Nuo 5 iki 6 metų";19;0;0;Lt
